"Level","Date","Cases_Raw","Hospitalizations_Total","CI_Lower","CI_Upper","Level_Type"
"L - Belton/Killeen",2020-07-09,75,64.1428571428571,NA,NA,"TSA"
"L - Belton/Killeen",2020-07-10,73,67.2857142857143,NA,NA,"TSA"
"L - Belton/Killeen",2020-07-11,76,70.2857142857143,NA,NA,"TSA"
"L - Belton/Killeen",2020-07-12,77,72.4285714285714,NA,NA,"TSA"
"L - Belton/Killeen",2020-07-13,75,74.4285714285714,NA,NA,"TSA"
"L - Belton/Killeen",2020-07-14,100,78.8571428571429,NA,NA,"TSA"
"L - Belton/Killeen",2020-07-15,97,81.8571428571429,NA,NA,"TSA"
"L - Belton/Killeen",2020-07-16,84,83.1428571428571,NA,NA,"TSA"
"L - Belton/Killeen",2020-07-17,92,85.8571428571429,NA,NA,"TSA"
"L - Belton/Killeen",2020-07-18,92,88.1428571428571,NA,NA,"TSA"
"L - Belton/Killeen",2020-07-19,93,90.4285714285714,NA,NA,"TSA"
"L - Belton/Killeen",2020-07-20,NA,93.4003895204909,92.5243980044394,94.2763810365425,"TSA"
"L - Belton/Killeen",2020-07-21,NA,95.795053336993,93.8628153827441,97.727291291242,"TSA"
"L - Belton/Killeen",2020-07-22,NA,98.3060254829005,95.2289808034775,101.383070162324,"TSA"
"L - Belton/Killeen",2020-07-23,NA,101.129102995418,96.629594070123,105.628611920713,"TSA"
"L - Belton/Killeen",2020-07-24,NA,103.516707732855,97.45328314345,109.580132322261,"TSA"
"L - Belton/Killeen",2020-07-25,NA,106.149234345953,98.4162023415723,113.882266350333,"TSA"
"L - Belton/Killeen",2020-07-26,NA,108.842738519371,99.2551448441209,118.430332194622,"TSA"
"L - Belton/Killeen",2020-07-27,NA,111.281285601081,99.740765340346,122.821805861816,"TSA"
"L - Belton/Killeen",2020-07-28,NA,113.956309866341,100.352753841956,127.559865890726,"TSA"
"L - Belton/Killeen",2020-07-29,NA,116.563679170645,100.761057838487,132.366300502802,"TSA"
"M - Waco",2020-03-04,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-05,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-06,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-07,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-08,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-09,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-10,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-11,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-12,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-13,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-14,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-15,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-16,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-17,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-18,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-19,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-20,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-21,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-22,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-23,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-24,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-25,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-26,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-27,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-28,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-29,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-30,NA,NA,NA,NA,"TSA"
"M - Waco",2020-03-31,NA,NA,NA,NA,"TSA"
"M - Waco",2020-04-01,NA,NA,NA,NA,"TSA"
"M - Waco",2020-04-02,NA,NA,NA,NA,"TSA"
"M - Waco",2020-04-03,NA,NA,NA,NA,"TSA"
"M - Waco",2020-04-04,NA,NA,NA,NA,"TSA"
"M - Waco",2020-04-05,NA,NA,NA,NA,"TSA"
"M - Waco",2020-04-06,NA,NA,NA,NA,"TSA"
"M - Waco",2020-04-07,NA,NA,NA,NA,"TSA"
"M - Waco",2020-04-08,NA,NA,NA,NA,"TSA"
"M - Waco",2020-04-09,NA,NA,NA,NA,"TSA"
"M - Waco",2020-04-10,NA,NA,NA,NA,"TSA"
"M - Waco",2020-04-11,NA,NA,NA,NA,"TSA"
"M - Waco",2020-04-12,9,NA,NA,NA,"TSA"
"M - Waco",2020-04-13,2,NA,NA,NA,"TSA"
"M - Waco",2020-04-14,5,NA,NA,NA,"TSA"
"M - Waco",2020-04-15,5,NA,NA,NA,"TSA"
"M - Waco",2020-04-16,6,NA,NA,NA,"TSA"
"M - Waco",2020-04-17,4,NA,NA,NA,"TSA"
"M - Waco",2020-04-18,4,NA,NA,NA,"TSA"
"M - Waco",2020-04-19,1,NA,NA,NA,"TSA"
"M - Waco",2020-04-20,1,NA,NA,NA,"TSA"
"M - Waco",2020-04-21,3,NA,NA,NA,"TSA"
"M - Waco",2020-04-22,2,NA,NA,NA,"TSA"
"M - Waco",2020-04-23,3,NA,NA,NA,"TSA"
"M - Waco",2020-04-24,3,NA,NA,NA,"TSA"
"M - Waco",2020-04-25,3,NA,NA,NA,"TSA"
"M - Waco",2020-04-26,3,NA,NA,NA,"TSA"
"M - Waco",2020-04-27,2,NA,NA,NA,"TSA"
"M - Waco",2020-04-28,2,NA,NA,NA,"TSA"
"M - Waco",2020-04-29,1,NA,NA,NA,"TSA"
"M - Waco",2020-04-30,1,NA,NA,NA,"TSA"
"M - Waco",2020-05-01,2,NA,NA,NA,"TSA"
"M - Waco",2020-05-02,3,NA,NA,NA,"TSA"
"M - Waco",2020-05-03,3,NA,NA,NA,"TSA"
"M - Waco",2020-05-04,2,NA,NA,NA,"TSA"
"M - Waco",2020-05-05,2,NA,NA,NA,"TSA"
"M - Waco",2020-05-06,1,NA,NA,NA,"TSA"
"M - Waco",2020-05-07,1,NA,NA,NA,"TSA"
"M - Waco",2020-05-08,1,NA,NA,NA,"TSA"
"M - Waco",2020-05-09,1,NA,NA,NA,"TSA"
"M - Waco",2020-05-10,1,NA,NA,NA,"TSA"
"M - Waco",2020-05-11,1,NA,NA,NA,"TSA"
"M - Waco",2020-05-12,1,NA,NA,NA,"TSA"
"M - Waco",2020-05-13,1,NA,NA,NA,"TSA"
"M - Waco",2020-05-14,0,NA,NA,NA,"TSA"
"M - Waco",2020-05-15,2,NA,NA,NA,"TSA"
"M - Waco",2020-05-16,2,NA,NA,NA,"TSA"
"M - Waco",2020-05-17,1,NA,NA,NA,"TSA"
"M - Waco",2020-05-18,2,NA,NA,NA,"TSA"
"M - Waco",2020-05-19,3,NA,NA,NA,"TSA"
"M - Waco",2020-05-20,1,NA,NA,NA,"TSA"
"M - Waco",2020-05-21,0,NA,NA,NA,"TSA"
"M - Waco",2020-05-22,0,NA,NA,NA,"TSA"
"M - Waco",2020-05-23,1,NA,NA,NA,"TSA"
"M - Waco",2020-05-24,1,NA,NA,NA,"TSA"
"M - Waco",2020-05-25,1,NA,NA,NA,"TSA"
"M - Waco",2020-05-26,1,NA,NA,NA,"TSA"
"M - Waco",2020-05-27,0,NA,NA,NA,"TSA"
"M - Waco",2020-05-28,0,NA,NA,NA,"TSA"
"M - Waco",2020-05-29,0,NA,NA,NA,"TSA"
"M - Waco",2020-05-30,0,NA,NA,NA,"TSA"
"M - Waco",2020-05-31,2,NA,NA,NA,"TSA"
"M - Waco",2020-06-01,2,NA,NA,NA,"TSA"
"M - Waco",2020-06-02,2,NA,NA,NA,"TSA"
"M - Waco",2020-06-03,2,NA,NA,NA,"TSA"
"M - Waco",2020-06-04,2,NA,NA,NA,"TSA"
"M - Waco",2020-06-05,2,NA,NA,NA,"TSA"
"M - Waco",2020-06-06,2,NA,NA,NA,"TSA"
"M - Waco",2020-06-07,2,NA,NA,NA,"TSA"
"M - Waco",2020-06-08,2,NA,NA,NA,"TSA"
"M - Waco",2020-06-09,2,NA,NA,NA,"TSA"
"M - Waco",2020-06-10,1,NA,NA,NA,"TSA"
"M - Waco",2020-06-11,2,NA,NA,NA,"TSA"
"M - Waco",2020-06-12,5,NA,NA,NA,"TSA"
"M - Waco",2020-06-13,5,NA,NA,NA,"TSA"
"M - Waco",2020-06-14,5,NA,NA,NA,"TSA"
"M - Waco",2020-06-15,5,NA,NA,NA,"TSA"
"M - Waco",2020-06-16,5,NA,NA,NA,"TSA"
"M - Waco",2020-06-17,7,NA,NA,NA,"TSA"
"M - Waco",2020-06-18,7,NA,NA,NA,"TSA"
"M - Waco",2020-06-19,6,NA,NA,NA,"TSA"
"M - Waco",2020-06-20,6,NA,NA,NA,"TSA"
"M - Waco",2020-06-21,8,NA,NA,NA,"TSA"
"M - Waco",2020-06-22,7,NA,NA,NA,"TSA"
"M - Waco",2020-06-23,12,NA,NA,NA,"TSA"
"M - Waco",2020-06-24,14,NA,NA,NA,"TSA"
"M - Waco",2020-06-25,14,NA,NA,NA,"TSA"
"M - Waco",2020-06-26,15,NA,NA,NA,"TSA"
"M - Waco",2020-06-27,14,NA,NA,NA,"TSA"
"M - Waco",2020-06-28,17,NA,NA,NA,"TSA"
"M - Waco",2020-06-29,24,NA,NA,NA,"TSA"
"M - Waco",2020-06-30,29,NA,NA,NA,"TSA"
"M - Waco",2020-07-01,31,NA,NA,NA,"TSA"
"M - Waco",2020-07-02,32,NA,NA,NA,"TSA"
"M - Waco",2020-07-03,29,NA,NA,NA,"TSA"
"M - Waco",2020-07-04,29,NA,NA,NA,"TSA"
"M - Waco",2020-07-05,31,NA,NA,NA,"TSA"
"M - Waco",2020-07-06,31,NA,NA,NA,"TSA"
"M - Waco",2020-07-07,33,NA,NA,NA,"TSA"
"M - Waco",2020-07-08,38,NA,NA,NA,"TSA"
"M - Waco",2020-07-09,45,NA,NA,NA,"TSA"
"M - Waco",2020-07-10,45,NA,NA,NA,"TSA"
"M - Waco",2020-07-11,54,NA,NA,NA,"TSA"
"M - Waco",2020-07-12,58,NA,NA,NA,"TSA"
"M - Waco",2020-07-13,65,NA,NA,NA,"TSA"
"M - Waco",2020-07-14,70,NA,NA,NA,"TSA"
"M - Waco",2020-07-15,76,NA,NA,NA,"TSA"
"M - Waco",2020-07-16,77,NA,NA,NA,"TSA"
"M - Waco",2020-07-17,72,NA,NA,NA,"TSA"
"M - Waco",2020-07-18,73,NA,NA,NA,"TSA"
"M - Waco",2020-07-19,75,NA,NA,NA,"TSA"
"M - Waco",2020-07-20,NA,NA,NA,NA,"TSA"
"M - Waco",2020-07-21,NA,NA,NA,NA,"TSA"
"M - Waco",2020-07-22,NA,NA,NA,NA,"TSA"
"M - Waco",2020-07-23,NA,NA,NA,NA,"TSA"
"M - Waco",2020-07-24,NA,NA,NA,NA,"TSA"
"M - Waco",2020-07-25,NA,NA,NA,NA,"TSA"
"M - Waco",2020-07-26,NA,NA,NA,NA,"TSA"
"M - Waco",2020-07-27,NA,NA,NA,NA,"TSA"
"M - Waco",2020-07-28,NA,NA,NA,NA,"TSA"
"M - Waco",2020-07-29,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-04,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-05,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-06,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-07,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-08,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-09,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-10,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-11,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-12,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-13,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-14,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-15,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-16,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-17,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-18,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-19,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-20,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-21,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-22,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-23,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-24,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-25,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-26,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-27,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-28,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-29,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-30,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-03-31,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-01,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-02,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-03,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-04,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-05,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-06,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-07,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-08,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-09,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-10,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-11,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-12,24,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-13,31,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-14,13,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-15,13,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-16,16,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-17,21,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-18,13,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-19,17,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-20,9,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-21,12,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-22,12,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-23,13,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-24,12,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-25,14,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-26,11,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-27,12,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-28,18,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-29,21,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-04-30,23,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-01,11,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-02,16,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-03,16,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-04,9,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-05,11,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-06,11,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-07,12,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-08,17,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-09,13,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-10,12,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-11,16,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-12,15,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-13,15,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-14,16,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-15,15,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-16,15,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-17,15,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-18,13,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-19,16,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-20,12,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-21,13,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-22,9,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-23,11,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-24,11,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-25,12,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-26,11,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-27,6,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-28,15,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-29,17,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-30,18,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-05-31,18,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-01,23,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-02,25,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-03,25,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-04,26,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-05,22,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-06,20,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-07,22,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-08,24,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-09,26,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-10,24,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-11,22,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-12,31,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-13,26,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-14,28,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-15,29,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-16,27,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-17,37,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-18,41,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-19,42,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-20,45,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-21,44,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-22,44,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-23,51,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-24,46,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-25,47,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-26,50,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-27,50,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-28,50,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-29,50,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-06-30,56,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-01,54,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-02,57,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-03,67,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-04,64,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-05,57,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-06,52,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-07,53,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-08,61,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-09,63,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-10,58,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-11,58,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-12,58,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-13,54,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-14,62,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-15,70,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-16,70,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-17,68,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-18,73,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-19,74,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-20,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-21,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-22,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-23,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-24,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-25,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-26,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-27,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-28,NA,NA,NA,NA,"TSA"
"N - Bryan/College Station",2020-07-29,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-04,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-05,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-06,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-07,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-08,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-09,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-10,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-11,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-12,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-13,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-14,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-15,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-16,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-17,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-18,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-19,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-20,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-21,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-22,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-23,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-24,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-25,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-26,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-27,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-28,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-29,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-30,NA,NA,NA,NA,"TSA"
"O - Austin",2020-03-31,NA,NA,NA,NA,"TSA"
"O - Austin",2020-04-01,NA,NA,NA,NA,"TSA"
"O - Austin",2020-04-02,NA,NA,NA,NA,"TSA"
"O - Austin",2020-04-03,NA,NA,NA,NA,"TSA"
"O - Austin",2020-04-04,NA,NA,NA,NA,"TSA"
"O - Austin",2020-04-05,NA,NA,NA,NA,"TSA"
"O - Austin",2020-04-06,NA,NA,NA,NA,"TSA"
"O - Austin",2020-04-07,NA,NA,NA,NA,"TSA"
"O - Austin",2020-04-08,NA,NA,NA,NA,"TSA"
"O - Austin",2020-04-09,NA,NA,NA,NA,"TSA"
"O - Austin",2020-04-10,NA,NA,NA,NA,"TSA"
"O - Austin",2020-04-11,NA,NA,NA,NA,"TSA"
"O - Austin",2020-04-12,22,NA,NA,NA,"TSA"
"O - Austin",2020-04-13,26,NA,NA,NA,"TSA"
"O - Austin",2020-04-14,28,NA,NA,NA,"TSA"
"O - Austin",2020-04-15,30,NA,NA,NA,"TSA"
"O - Austin",2020-04-16,22,NA,NA,NA,"TSA"
"O - Austin",2020-04-17,36,NA,NA,NA,"TSA"
"O - Austin",2020-04-18,29,27.5714285714286,NA,NA,"TSA"
"O - Austin",2020-04-19,25,28,NA,NA,"TSA"
"O - Austin",2020-04-20,27,28.1428571428571,NA,NA,"TSA"
"O - Austin",2020-04-21,23,27.4285714285714,NA,NA,"TSA"
"O - Austin",2020-04-22,62,32,NA,NA,"TSA"
"O - Austin",2020-04-23,83,40.7142857142857,NA,NA,"TSA"
"O - Austin",2020-04-24,76,46.4285714285714,NA,NA,"TSA"
"O - Austin",2020-04-25,59,50.7142857142857,NA,NA,"TSA"
"O - Austin",2020-04-26,47,53.8571428571429,NA,NA,"TSA"
"O - Austin",2020-04-27,46,56.5714285714286,NA,NA,"TSA"
"O - Austin",2020-04-28,51,60.5714285714286,NA,NA,"TSA"
"O - Austin",2020-04-29,81,63.2857142857143,NA,NA,"TSA"
"O - Austin",2020-04-30,88,64,NA,NA,"TSA"
"O - Austin",2020-05-01,68,62.8571428571429,NA,NA,"TSA"
"O - Austin",2020-05-02,47,61.1428571428571,NA,NA,"TSA"
"O - Austin",2020-05-03,59,62.8571428571429,NA,NA,"TSA"
"O - Austin",2020-05-04,47,63,NA,NA,"TSA"
"O - Austin",2020-05-05,68,65.4285714285714,NA,NA,"TSA"
"O - Austin",2020-05-06,93,67.1428571428571,NA,NA,"TSA"
"O - Austin",2020-05-07,84,66.5714285714286,NA,NA,"TSA"
"O - Austin",2020-05-08,82,68.5714285714286,NA,NA,"TSA"
"O - Austin",2020-05-09,56,69.8571428571429,NA,NA,"TSA"
"O - Austin",2020-05-10,50,68.5714285714286,NA,NA,"TSA"
"O - Austin",2020-05-11,49,68.8571428571429,NA,NA,"TSA"
"O - Austin",2020-05-12,72,69.4285714285714,NA,NA,"TSA"
"O - Austin",2020-05-13,98,70.1428571428571,NA,NA,"TSA"
"O - Austin",2020-05-14,72,68.4285714285714,NA,NA,"TSA"
"O - Austin",2020-05-15,99,70.8571428571429,NA,NA,"TSA"
"O - Austin",2020-05-16,76,73.7142857142857,NA,NA,"TSA"
"O - Austin",2020-05-17,7,67.5714285714286,NA,NA,"TSA"
"O - Austin",2020-05-18,25,64.1428571428571,NA,NA,"TSA"
"O - Austin",2020-05-19,54,61.5714285714286,NA,NA,"TSA"
"O - Austin",2020-05-20,82,59.2857142857143,NA,NA,"TSA"
"O - Austin",2020-05-21,56,57,NA,NA,"TSA"
"O - Austin",2020-05-22,30,47.1428571428571,NA,NA,"TSA"
"O - Austin",2020-05-23,103,51,NA,NA,"TSA"
"O - Austin",2020-05-24,43,56.1428571428571,NA,NA,"TSA"
"O - Austin",2020-05-25,20,55.4285714285714,NA,NA,"TSA"
"O - Austin",2020-05-26,35,52.7142857142857,NA,NA,"TSA"
"O - Austin",2020-05-27,46,47.5714285714286,NA,NA,"TSA"
"O - Austin",2020-05-28,66,49,NA,NA,"TSA"
"O - Austin",2020-05-29,93,58,NA,NA,"TSA"
"O - Austin",2020-05-30,92,56.4285714285714,NA,NA,"TSA"
"O - Austin",2020-05-31,87,62.7142857142857,NA,NA,"TSA"
