"Level","Date","Rt","lower","upper"
"Kimble",2020-04-09,NA,NA,NA
"Kimble",2020-04-10,NA,NA,NA
"Kimble",2020-04-11,NA,NA,NA
"Kimble",2020-04-12,NA,NA,NA
"Kimble",2020-04-13,NA,NA,NA
"Kimble",2020-04-14,NA,NA,NA
"Kimble",2020-04-15,NA,NA,NA
"Kimble",2020-04-16,NA,NA,NA
"Kimble",2020-04-17,NA,NA,NA
"Kimble",2020-04-18,NA,NA,NA
"Kimble",2020-04-19,NA,NA,NA
"Kimble",2020-04-20,NA,NA,NA
"Kimble",2020-04-21,NA,NA,NA
"Kimble",2020-04-22,NA,NA,NA
"Kimble",2020-04-23,NA,NA,NA
"Kimble",2020-04-24,NA,NA,NA
"Kimble",2020-04-25,NA,NA,NA
"Kimble",2020-04-26,NA,NA,NA
"Kimble",2020-04-27,NA,NA,NA
"Kimble",2020-04-28,NA,NA,NA
"Kimble",2020-04-29,NA,NA,NA
"Kimble",2020-04-30,NA,NA,NA
"Kimble",2020-05-01,NA,NA,NA
"Kimble",2020-05-02,NA,NA,NA
"Kimble",2020-05-03,NA,NA,NA
"Kimble",2020-05-04,NA,NA,NA
"Kimble",2020-05-05,NA,NA,NA
"Kimble",2020-05-06,NA,NA,NA
"Kimble",2020-05-07,NA,NA,NA
"Kimble",2020-05-08,NA,NA,NA
"Kimble",2020-05-09,NA,NA,NA
"Kimble",2020-05-10,NA,NA,NA
"Kimble",2020-05-11,NA,NA,NA
"Kimble",2020-05-12,NA,NA,NA
"Kimble",2020-05-13,NA,NA,NA
"Kimble",2020-05-14,NA,NA,NA
"Kimble",2020-05-15,NA,NA,NA
"Kimble",2020-05-16,NA,NA,NA
"Kimble",2020-05-17,NA,NA,NA
"Kimble",2020-05-18,NA,NA,NA
"Kimble",2020-05-19,NA,NA,NA
"Kimble",2020-05-20,NA,NA,NA
"Kimble",2020-05-21,NA,NA,NA
"Kimble",2020-05-22,NA,NA,NA
"Kimble",2020-05-23,NA,NA,NA
"Kimble",2020-05-24,NA,NA,NA
"Kimble",2020-05-25,NA,NA,NA
"Kimble",2020-05-26,NA,NA,NA
"Kimble",2020-05-27,NA,NA,NA
"Kimble",2020-05-28,NA,NA,NA
"Kimble",2020-05-29,NA,NA,NA
"Kimble",2020-05-30,NA,NA,NA
"Kimble",2020-05-31,NA,NA,NA
"Kimble",2020-06-01,NA,NA,NA
"Kimble",2020-06-02,NA,NA,NA
"Kimble",2020-06-03,NA,NA,NA
"Kimble",2020-06-04,NA,NA,NA
"Kimble",2020-06-05,NA,NA,NA
"Kimble",2020-06-06,NA,NA,NA
"Kimble",2020-06-07,NA,NA,NA
"Kimble",2020-06-08,NA,NA,NA
"Kimble",2020-06-09,NA,NA,NA
"Kimble",2020-06-10,NA,NA,NA
"Kimble",2020-06-11,NA,NA,NA
"Kimble",2020-06-12,NA,NA,NA
"Kimble",2020-06-13,NA,NA,NA
"Kimble",2020-06-14,NA,NA,NA
"Kimble",2020-06-15,NA,NA,NA
"Kimble",2020-06-16,NA,NA,NA
"Kimble",2020-06-17,NA,NA,NA
"Kimble",2020-06-18,NA,NA,NA
"Kimble",2020-06-19,NA,NA,NA
"Kimble",2020-06-20,NA,NA,NA
"Kimble",2020-06-21,NA,NA,NA
"Kimble",2020-06-22,NA,NA,NA
"Kimble",2020-06-23,NA,NA,NA
"Kimble",2020-06-24,NA,NA,NA
"Kimble",2020-06-25,NA,NA,NA
"Kimble",2020-06-26,NA,NA,NA
"Kimble",2020-06-27,NA,NA,NA
"Kimble",2020-06-28,NA,NA,NA
"Kimble",2020-06-29,NA,NA,NA
"Kimble",2020-06-30,NA,NA,NA
"Kimble",2020-07-01,NA,NA,NA
"Kimble",2020-07-02,NA,NA,NA
"King",2020-03-04,NA,NA,NA
"King",2020-03-05,NA,NA,NA
"King",2020-03-06,NA,NA,NA
"King",2020-03-07,NA,NA,NA
"King",2020-03-08,NA,NA,NA
"King",2020-03-09,NA,NA,NA
"King",2020-03-10,NA,NA,NA
"King",2020-03-11,NA,NA,NA
"King",2020-03-12,NA,NA,NA
"King",2020-03-13,NA,NA,NA
"King",2020-03-14,NA,NA,NA
"King",2020-03-15,NA,NA,NA
"King",2020-03-16,NA,NA,NA
"King",2020-03-17,NA,NA,NA
"King",2020-03-18,NA,NA,NA
"King",2020-03-19,NA,NA,NA
"King",2020-03-20,NA,NA,NA
"King",2020-03-21,NA,NA,NA
"King",2020-03-22,NA,NA,NA
"King",2020-03-23,NA,NA,NA
"King",2020-03-24,NA,NA,NA
"King",2020-03-25,NA,NA,NA
"King",2020-03-26,NA,NA,NA
"King",2020-03-27,NA,NA,NA
"King",2020-03-28,NA,NA,NA
"King",2020-03-29,NA,NA,NA
"King",2020-03-30,NA,NA,NA
"King",2020-03-31,NA,NA,NA
"King",2020-04-01,NA,NA,NA
"King",2020-04-02,NA,NA,NA
"King",2020-04-03,NA,NA,NA
"King",2020-04-04,NA,NA,NA
"King",2020-04-05,NA,NA,NA
"King",2020-04-06,NA,NA,NA
"King",2020-04-07,NA,NA,NA
"King",2020-04-08,NA,NA,NA
"King",2020-04-09,NA,NA,NA
"King",2020-04-10,NA,NA,NA
"King",2020-04-11,NA,NA,NA
"King",2020-04-12,NA,NA,NA
"King",2020-04-13,NA,NA,NA
"King",2020-04-14,NA,NA,NA
"King",2020-04-15,NA,NA,NA
"King",2020-04-16,NA,NA,NA
"King",2020-04-17,NA,NA,NA
"King",2020-04-18,NA,NA,NA
"King",2020-04-19,NA,NA,NA
"King",2020-04-20,NA,NA,NA
"King",2020-04-21,NA,NA,NA
"King",2020-04-22,NA,NA,NA
"King",2020-04-23,NA,NA,NA
"King",2020-04-24,NA,NA,NA
"King",2020-04-25,NA,NA,NA
"King",2020-04-26,NA,NA,NA
"King",2020-04-27,NA,NA,NA
"King",2020-04-28,NA,NA,NA
"King",2020-04-29,NA,NA,NA
"King",2020-04-30,NA,NA,NA
"King",2020-05-01,NA,NA,NA
"King",2020-05-02,NA,NA,NA
"King",2020-05-03,NA,NA,NA
"King",2020-05-04,NA,NA,NA
"King",2020-05-05,NA,NA,NA
"King",2020-05-06,NA,NA,NA
"King",2020-05-07,NA,NA,NA
"King",2020-05-08,NA,NA,NA
"King",2020-05-09,NA,NA,NA
"King",2020-05-10,NA,NA,NA
"King",2020-05-11,NA,NA,NA
"King",2020-05-12,NA,NA,NA
"King",2020-05-13,NA,NA,NA
"King",2020-05-14,NA,NA,NA
"King",2020-05-15,NA,NA,NA
"King",2020-05-16,NA,NA,NA
"King",2020-05-17,NA,NA,NA
"King",2020-05-18,NA,NA,NA
"King",2020-05-19,NA,NA,NA
"King",2020-05-20,NA,NA,NA
"King",2020-05-21,NA,NA,NA
"King",2020-05-22,NA,NA,NA
"King",2020-05-23,NA,NA,NA
"King",2020-05-24,NA,NA,NA
"King",2020-05-25,NA,NA,NA
"King",2020-05-26,NA,NA,NA
"King",2020-05-27,NA,NA,NA
"King",2020-05-28,NA,NA,NA
"King",2020-05-29,NA,NA,NA
"King",2020-05-30,NA,NA,NA
"King",2020-05-31,NA,NA,NA
"King",2020-06-01,NA,NA,NA
"King",2020-06-02,NA,NA,NA
"King",2020-06-03,NA,NA,NA
"King",2020-06-04,NA,NA,NA
"King",2020-06-05,NA,NA,NA
"King",2020-06-06,NA,NA,NA
"King",2020-06-07,NA,NA,NA
"King",2020-06-08,NA,NA,NA
"King",2020-06-09,NA,NA,NA
"King",2020-06-10,NA,NA,NA
"King",2020-06-11,NA,NA,NA
"King",2020-06-12,NA,NA,NA
"King",2020-06-13,NA,NA,NA
"King",2020-06-14,NA,NA,NA
"King",2020-06-15,NA,NA,NA
"King",2020-06-16,NA,NA,NA
"King",2020-06-17,NA,NA,NA
"King",2020-06-18,NA,NA,NA
"King",2020-06-19,NA,NA,NA
"King",2020-06-20,NA,NA,NA
"King",2020-06-21,NA,NA,NA
"King",2020-06-22,NA,NA,NA
"King",2020-06-23,NA,NA,NA
"King",2020-06-24,NA,NA,NA
"King",2020-06-25,NA,NA,NA
"King",2020-06-26,NA,NA,NA
"King",2020-06-27,NA,NA,NA
"King",2020-06-28,NA,NA,NA
"King",2020-06-29,NA,NA,NA
"King",2020-06-30,NA,NA,NA
"King",2020-07-01,NA,NA,NA
"King",2020-07-02,NA,NA,NA
"Kinney",2020-03-04,NA,NA,NA
"Kinney",2020-03-05,NA,NA,NA
"Kinney",2020-03-06,NA,NA,NA
"Kinney",2020-03-07,NA,NA,NA
"Kinney",2020-03-08,NA,NA,NA
"Kinney",2020-03-09,NA,NA,NA
"Kinney",2020-03-10,NA,NA,NA
"Kinney",2020-03-11,NA,NA,NA
"Kinney",2020-03-12,NA,NA,NA
"Kinney",2020-03-13,NA,NA,NA
"Kinney",2020-03-14,NA,NA,NA
"Kinney",2020-03-15,NA,NA,NA
"Kinney",2020-03-16,NA,NA,NA
"Kinney",2020-03-17,NA,NA,NA
"Kinney",2020-03-18,NA,NA,NA
"Kinney",2020-03-19,NA,NA,NA
"Kinney",2020-03-20,NA,NA,NA
"Kinney",2020-03-21,NA,NA,NA
"Kinney",2020-03-22,NA,NA,NA
"Kinney",2020-03-23,NA,NA,NA
"Kinney",2020-03-24,NA,NA,NA
"Kinney",2020-03-25,NA,NA,NA
"Kinney",2020-03-26,NA,NA,NA
"Kinney",2020-03-27,NA,NA,NA
"Kinney",2020-03-28,NA,NA,NA
"Kinney",2020-03-29,NA,NA,NA
"Kinney",2020-03-30,NA,NA,NA
"Kinney",2020-03-31,NA,NA,NA
"Kinney",2020-04-01,NA,NA,NA
"Kinney",2020-04-02,NA,NA,NA
"Kinney",2020-04-03,NA,NA,NA
"Kinney",2020-04-04,NA,NA,NA
"Kinney",2020-04-05,NA,NA,NA
"Kinney",2020-04-06,NA,NA,NA
"Kinney",2020-04-07,NA,NA,NA
"Kinney",2020-04-08,NA,NA,NA
"Kinney",2020-04-09,NA,NA,NA
"Kinney",2020-04-10,NA,NA,NA
"Kinney",2020-04-11,NA,NA,NA
"Kinney",2020-04-12,NA,NA,NA
"Kinney",2020-04-13,NA,NA,NA
"Kinney",2020-04-14,NA,NA,NA
"Kinney",2020-04-15,NA,NA,NA
"Kinney",2020-04-16,NA,NA,NA
"Kinney",2020-04-17,NA,NA,NA
"Kinney",2020-04-18,NA,NA,NA
"Kinney",2020-04-19,NA,NA,NA
"Kinney",2020-04-20,NA,NA,NA
"Kinney",2020-04-21,NA,NA,NA
"Kinney",2020-04-22,NA,NA,NA
"Kinney",2020-04-23,NA,NA,NA
"Kinney",2020-04-24,NA,NA,NA
"Kinney",2020-04-25,NA,NA,NA
"Kinney",2020-04-26,NA,NA,NA
"Kinney",2020-04-27,NA,NA,NA
"Kinney",2020-04-28,NA,NA,NA
"Kinney",2020-04-29,NA,NA,NA
"Kinney",2020-04-30,NA,NA,NA
"Kinney",2020-05-01,NA,NA,NA
"Kinney",2020-05-02,NA,NA,NA
"Kinney",2020-05-03,NA,NA,NA
"Kinney",2020-05-04,NA,NA,NA
"Kinney",2020-05-05,NA,NA,NA
"Kinney",2020-05-06,NA,NA,NA
"Kinney",2020-05-07,NA,NA,NA
"Kinney",2020-05-08,NA,NA,NA
"Kinney",2020-05-09,NA,NA,NA
"Kinney",2020-05-10,NA,NA,NA
"Kinney",2020-05-11,NA,NA,NA
"Kinney",2020-05-12,NA,NA,NA
"Kinney",2020-05-13,NA,NA,NA
"Kinney",2020-05-14,NA,NA,NA
"Kinney",2020-05-15,NA,NA,NA
"Kinney",2020-05-16,NA,NA,NA
"Kinney",2020-05-17,NA,NA,NA
"Kinney",2020-05-18,NA,NA,NA
"Kinney",2020-05-19,NA,NA,NA
"Kinney",2020-05-20,NA,NA,NA
"Kinney",2020-05-21,NA,NA,NA
"Kinney",2020-05-22,NA,NA,NA
"Kinney",2020-05-23,NA,NA,NA
"Kinney",2020-05-24,NA,NA,NA
"Kinney",2020-05-25,NA,NA,NA
"Kinney",2020-05-26,NA,NA,NA
"Kinney",2020-05-27,NA,NA,NA
"Kinney",2020-05-28,NA,NA,NA
"Kinney",2020-05-29,NA,NA,NA
"Kinney",2020-05-30,NA,NA,NA
"Kinney",2020-05-31,NA,NA,NA
"Kinney",2020-06-01,NA,NA,NA
"Kinney",2020-06-02,NA,NA,NA
"Kinney",2020-06-03,NA,NA,NA
"Kinney",2020-06-04,NA,NA,NA
"Kinney",2020-06-05,NA,NA,NA
"Kinney",2020-06-06,NA,NA,NA
"Kinney",2020-06-07,NA,NA,NA
"Kinney",2020-06-08,NA,NA,NA
"Kinney",2020-06-09,NA,NA,NA
"Kinney",2020-06-10,NA,NA,NA
"Kinney",2020-06-11,NA,NA,NA
"Kinney",2020-06-12,NA,NA,NA
"Kinney",2020-06-13,NA,NA,NA
"Kinney",2020-06-14,NA,NA,NA
"Kinney",2020-06-15,NA,NA,NA
"Kinney",2020-06-16,NA,NA,NA
"Kinney",2020-06-17,NA,NA,NA
"Kinney",2020-06-18,NA,NA,NA
"Kinney",2020-06-19,NA,NA,NA
"Kinney",2020-06-20,NA,NA,NA
"Kinney",2020-06-21,NA,NA,NA
"Kinney",2020-06-22,NA,NA,NA
"Kinney",2020-06-23,NA,NA,NA
"Kinney",2020-06-24,NA,NA,NA
"Kinney",2020-06-25,NA,NA,NA
"Kinney",2020-06-26,NA,NA,NA
"Kinney",2020-06-27,NA,NA,NA
"Kinney",2020-06-28,NA,NA,NA
"Kinney",2020-06-29,NA,NA,NA
"Kinney",2020-06-30,NA,NA,NA
"Kinney",2020-07-01,NA,NA,NA
"Kinney",2020-07-02,NA,NA,NA
"Kleberg",2020-03-04,NA,NA,NA
"Kleberg",2020-03-05,NA,NA,NA
"Kleberg",2020-03-06,NA,NA,NA
"Kleberg",2020-03-07,NA,NA,NA
"Kleberg",2020-03-08,NA,NA,NA
"Kleberg",2020-03-09,NA,NA,NA
"Kleberg",2020-03-10,NA,NA,NA
"Kleberg",2020-03-11,NA,NA,NA
"Kleberg",2020-03-12,NA,NA,NA
"Kleberg",2020-03-13,NA,NA,NA
"Kleberg",2020-03-14,NA,NA,NA
"Kleberg",2020-03-15,NA,NA,NA
"Kleberg",2020-03-16,NA,NA,NA
"Kleberg",2020-03-17,NA,NA,NA
"Kleberg",2020-03-18,NA,NA,NA
"Kleberg",2020-03-19,NA,NA,NA
"Kleberg",2020-03-20,NA,NA,NA
"Kleberg",2020-03-21,NA,NA,NA
"Kleberg",2020-03-22,NA,NA,NA
"Kleberg",2020-03-23,NA,NA,NA
"Kleberg",2020-03-24,NA,NA,NA
"Kleberg",2020-03-25,NA,NA,NA
"Kleberg",2020-03-26,NA,NA,NA
"Kleberg",2020-03-27,NA,NA,NA
"Kleberg",2020-03-28,NA,NA,NA
"Kleberg",2020-03-29,NA,NA,NA
"Kleberg",2020-03-30,NA,NA,NA
"Kleberg",2020-03-31,NA,NA,NA
"Kleberg",2020-04-01,NA,NA,NA
"Kleberg",2020-04-02,NA,NA,NA
"Kleberg",2020-04-03,NA,NA,NA
"Kleberg",2020-04-04,NA,NA,NA
"Kleberg",2020-04-05,NA,NA,NA
"Kleberg",2020-04-06,NA,NA,NA
"Kleberg",2020-04-07,NA,NA,NA
"Kleberg",2020-04-08,NA,NA,NA
"Kleberg",2020-04-09,NA,NA,NA
"Kleberg",2020-04-10,NA,NA,NA
"Kleberg",2020-04-11,NA,NA,NA
"Kleberg",2020-04-12,NA,NA,NA
"Kleberg",2020-04-13,NA,NA,NA
"Kleberg",2020-04-14,NA,NA,NA
"Kleberg",2020-04-15,NA,NA,NA
"Kleberg",2020-04-16,NA,NA,NA
"Kleberg",2020-04-17,NA,NA,NA
"Kleberg",2020-04-18,NA,NA,NA
"Kleberg",2020-04-19,NA,NA,NA
"Kleberg",2020-04-20,NA,NA,NA
"Kleberg",2020-04-21,NA,NA,NA
"Kleberg",2020-04-22,NA,NA,NA
"Kleberg",2020-04-23,NA,NA,NA
"Kleberg",2020-04-24,NA,NA,NA
"Kleberg",2020-04-25,NA,NA,NA
"Kleberg",2020-04-26,NA,NA,NA
"Kleberg",2020-04-27,NA,NA,NA
"Kleberg",2020-04-28,NA,NA,NA
"Kleberg",2020-04-29,NA,NA,NA
"Kleberg",2020-04-30,NA,NA,NA
"Kleberg",2020-05-01,NA,NA,NA
"Kleberg",2020-05-02,NA,NA,NA
"Kleberg",2020-05-03,NA,NA,NA
"Kleberg",2020-05-04,NA,NA,NA
"Kleberg",2020-05-05,NA,NA,NA
"Kleberg",2020-05-06,NA,NA,NA
"Kleberg",2020-05-07,NA,NA,NA
"Kleberg",2020-05-08,NA,NA,NA
"Kleberg",2020-05-09,NA,NA,NA
"Kleberg",2020-05-10,NA,NA,NA
"Kleberg",2020-05-11,NA,NA,NA
"Kleberg",2020-05-12,NA,NA,NA
"Kleberg",2020-05-13,NA,NA,NA
"Kleberg",2020-05-14,NA,NA,NA
"Kleberg",2020-05-15,NA,NA,NA
"Kleberg",2020-05-16,NA,NA,NA
"Kleberg",2020-05-17,NA,NA,NA
"Kleberg",2020-05-18,NA,NA,NA
"Kleberg",2020-05-19,NA,NA,NA
"Kleberg",2020-05-20,NA,NA,NA
"Kleberg",2020-05-21,NA,NA,NA
"Kleberg",2020-05-22,NA,NA,NA
"Kleberg",2020-05-23,NA,NA,NA
"Kleberg",2020-05-24,NA,NA,NA
"Kleberg",2020-05-25,NA,NA,NA
"Kleberg",2020-05-26,NA,NA,NA
"Kleberg",2020-05-27,NA,NA,NA
"Kleberg",2020-05-28,NA,NA,NA
"Kleberg",2020-05-29,NA,NA,NA
"Kleberg",2020-05-30,NA,NA,NA
"Kleberg",2020-05-31,NA,NA,NA
"Kleberg",2020-06-01,NA,NA,NA
"Kleberg",2020-06-02,NA,NA,NA
"Kleberg",2020-06-03,NA,NA,NA
"Kleberg",2020-06-04,NA,NA,NA
"Kleberg",2020-06-05,NA,NA,NA
"Kleberg",2020-06-06,NA,NA,NA
"Kleberg",2020-06-07,NA,NA,NA
"Kleberg",2020-06-08,NA,NA,NA
"Kleberg",2020-06-09,NA,NA,NA
"Kleberg",2020-06-10,NA,NA,NA
"Kleberg",2020-06-11,NA,NA,NA
"Kleberg",2020-06-12,NA,NA,NA
"Kleberg",2020-06-13,NA,NA,NA
"Kleberg",2020-06-14,NA,NA,NA
"Kleberg",2020-06-15,NA,NA,NA
"Kleberg",2020-06-16,NA,NA,NA
"Kleberg",2020-06-17,NA,NA,NA
"Kleberg",2020-06-18,NA,NA,NA
"Kleberg",2020-06-19,NA,NA,NA
"Kleberg",2020-06-20,NA,NA,NA
"Kleberg",2020-06-21,NA,NA,NA
"Kleberg",2020-06-22,NA,NA,NA
"Kleberg",2020-06-23,NA,NA,NA
"Kleberg",2020-06-24,NA,NA,NA
"Kleberg",2020-06-25,NA,NA,NA
"Kleberg",2020-06-26,NA,NA,NA
"Kleberg",2020-06-27,NA,NA,NA
"Kleberg",2020-06-28,NA,NA,NA
"Kleberg",2020-06-29,NA,NA,NA
"Kleberg",2020-06-30,NA,NA,NA
"Kleberg",2020-07-01,NA,NA,NA
"Kleberg",2020-07-02,NA,NA,NA
"Knox",2020-03-04,NA,NA,NA
"Knox",2020-03-05,NA,NA,NA
"Knox",2020-03-06,NA,NA,NA
"Knox",2020-03-07,NA,NA,NA
"Knox",2020-03-08,NA,NA,NA
"Knox",2020-03-09,NA,NA,NA
"Knox",2020-03-10,NA,NA,NA
"Knox",2020-03-11,NA,NA,NA
"Knox",2020-03-12,NA,NA,NA
"Knox",2020-03-13,NA,NA,NA
"Knox",2020-03-14,NA,NA,NA
"Knox",2020-03-15,NA,NA,NA
"Knox",2020-03-16,NA,NA,NA
"Knox",2020-03-17,NA,NA,NA
"Knox",2020-03-18,NA,NA,NA
"Knox",2020-03-19,NA,NA,NA
"Knox",2020-03-20,NA,NA,NA
"Knox",2020-03-21,NA,NA,NA
"Knox",2020-03-22,NA,NA,NA
"Knox",2020-03-23,NA,NA,NA
"Knox",2020-03-24,NA,NA,NA
"Knox",2020-03-25,NA,NA,NA
"Knox",2020-03-26,NA,NA,NA
"Knox",2020-03-27,NA,NA,NA
"Knox",2020-03-28,NA,NA,NA
"Knox",2020-03-29,NA,NA,NA
"Knox",2020-03-30,NA,NA,NA
"Knox",2020-03-31,NA,NA,NA
"Knox",2020-04-01,NA,NA,NA
"Knox",2020-04-02,NA,NA,NA
"Knox",2020-04-03,NA,NA,NA
"Knox",2020-04-04,NA,NA,NA
"Knox",2020-04-05,NA,NA,NA
"Knox",2020-04-06,NA,NA,NA
"Knox",2020-04-07,NA,NA,NA
"Knox",2020-04-08,NA,NA,NA
"Knox",2020-04-09,NA,NA,NA
"Knox",2020-04-10,NA,NA,NA
"Knox",2020-04-11,NA,NA,NA
"Knox",2020-04-12,NA,NA,NA
"Knox",2020-04-13,NA,NA,NA
"Knox",2020-04-14,NA,NA,NA
"Knox",2020-04-15,NA,NA,NA
"Knox",2020-04-16,NA,NA,NA
"Knox",2020-04-17,NA,NA,NA
"Knox",2020-04-18,NA,NA,NA
"Knox",2020-04-19,NA,NA,NA
"Knox",2020-04-20,NA,NA,NA
"Knox",2020-04-21,NA,NA,NA
"Knox",2020-04-22,NA,NA,NA
"Knox",2020-04-23,NA,NA,NA
"Knox",2020-04-24,NA,NA,NA
"Knox",2020-04-25,NA,NA,NA
"Knox",2020-04-26,NA,NA,NA
"Knox",2020-04-27,NA,NA,NA
"Knox",2020-04-28,NA,NA,NA
"Knox",2020-04-29,NA,NA,NA
"Knox",2020-04-30,NA,NA,NA
"Knox",2020-05-01,NA,NA,NA
"Knox",2020-05-02,NA,NA,NA
"Knox",2020-05-03,NA,NA,NA
"Knox",2020-05-04,NA,NA,NA
"Knox",2020-05-05,NA,NA,NA
"Knox",2020-05-06,NA,NA,NA
"Knox",2020-05-07,NA,NA,NA
"Knox",2020-05-08,NA,NA,NA
"Knox",2020-05-09,NA,NA,NA
"Knox",2020-05-10,NA,NA,NA
"Knox",2020-05-11,NA,NA,NA
"Knox",2020-05-12,NA,NA,NA
"Knox",2020-05-13,NA,NA,NA
"Knox",2020-05-14,NA,NA,NA
"Knox",2020-05-15,NA,NA,NA
"Knox",2020-05-16,NA,NA,NA
"Knox",2020-05-17,NA,NA,NA
"Knox",2020-05-18,NA,NA,NA
"Knox",2020-05-19,NA,NA,NA
"Knox",2020-05-20,NA,NA,NA
"Knox",2020-05-21,NA,NA,NA
"Knox",2020-05-22,NA,NA,NA
"Knox",2020-05-23,NA,NA,NA
"Knox",2020-05-24,NA,NA,NA
"Knox",2020-05-25,NA,NA,NA
"Knox",2020-05-26,NA,NA,NA
"Knox",2020-05-27,NA,NA,NA
"Knox",2020-05-28,NA,NA,NA
"Knox",2020-05-29,NA,NA,NA
"Knox",2020-05-30,NA,NA,NA
"Knox",2020-05-31,NA,NA,NA
"Knox",2020-06-01,NA,NA,NA
"Knox",2020-06-02,NA,NA,NA
"Knox",2020-06-03,NA,NA,NA
"Knox",2020-06-04,NA,NA,NA
"Knox",2020-06-05,NA,NA,NA
"Knox",2020-06-06,NA,NA,NA
"Knox",2020-06-07,NA,NA,NA
"Knox",2020-06-08,NA,NA,NA
"Knox",2020-06-09,NA,NA,NA
"Knox",2020-06-10,NA,NA,NA
"Knox",2020-06-11,NA,NA,NA
"Knox",2020-06-12,NA,NA,NA
"Knox",2020-06-13,NA,NA,NA
"Knox",2020-06-14,NA,NA,NA
"Knox",2020-06-15,NA,NA,NA
"Knox",2020-06-16,NA,NA,NA
"Knox",2020-06-17,NA,NA,NA
"Knox",2020-06-18,NA,NA,NA
"Knox",2020-06-19,NA,NA,NA
"Knox",2020-06-20,NA,NA,NA
"Knox",2020-06-21,NA,NA,NA
"Knox",2020-06-22,NA,NA,NA
"Knox",2020-06-23,NA,NA,NA
"Knox",2020-06-24,NA,NA,NA
"Knox",2020-06-25,NA,NA,NA
"Knox",2020-06-26,NA,NA,NA
"Knox",2020-06-27,NA,NA,NA
"Knox",2020-06-28,NA,NA,NA
"Knox",2020-06-29,NA,NA,NA
"Knox",2020-06-30,NA,NA,NA
"Knox",2020-07-01,NA,NA,NA
"Knox",2020-07-02,NA,NA,NA
"La Salle",2020-03-04,NA,NA,NA
"La Salle",2020-03-05,NA,NA,NA
"La Salle",2020-03-06,NA,NA,NA
"La Salle",2020-03-07,NA,NA,NA
"La Salle",2020-03-08,NA,NA,NA
"La Salle",2020-03-09,NA,NA,NA
"La Salle",2020-03-10,NA,NA,NA
"La Salle",2020-03-11,NA,NA,NA
"La Salle",2020-03-12,NA,NA,NA
"La Salle",2020-03-13,NA,NA,NA
"La Salle",2020-03-14,NA,NA,NA
"La Salle",2020-03-15,NA,NA,NA
"La Salle",2020-03-16,NA,NA,NA
"La Salle",2020-03-17,NA,NA,NA
"La Salle",2020-03-18,NA,NA,NA
"La Salle",2020-03-19,NA,NA,NA
"La Salle",2020-03-20,NA,NA,NA
"La Salle",2020-03-21,NA,NA,NA
"La Salle",2020-03-22,NA,NA,NA
"La Salle",2020-03-23,NA,NA,NA
"La Salle",2020-03-24,NA,NA,NA
"La Salle",2020-03-25,NA,NA,NA
"La Salle",2020-03-26,NA,NA,NA
"La Salle",2020-03-27,NA,NA,NA
"La Salle",2020-03-28,NA,NA,NA
"La Salle",2020-03-29,NA,NA,NA
"La Salle",2020-03-30,NA,NA,NA
"La Salle",2020-03-31,NA,NA,NA
"La Salle",2020-04-01,NA,NA,NA
"La Salle",2020-04-02,NA,NA,NA
"La Salle",2020-04-03,NA,NA,NA
"La Salle",2020-04-04,NA,NA,NA
"La Salle",2020-04-05,NA,NA,NA
"La Salle",2020-04-06,NA,NA,NA
"La Salle",2020-04-07,NA,NA,NA
"La Salle",2020-04-08,NA,NA,NA
"La Salle",2020-04-09,NA,NA,NA
"La Salle",2020-04-10,NA,NA,NA
"La Salle",2020-04-11,NA,NA,NA
"La Salle",2020-04-12,NA,NA,NA
"La Salle",2020-04-13,NA,NA,NA
"La Salle",2020-04-14,NA,NA,NA
"La Salle",2020-04-15,NA,NA,NA
"La Salle",2020-04-16,NA,NA,NA
"La Salle",2020-04-17,NA,NA,NA
"La Salle",2020-04-18,NA,NA,NA
"La Salle",2020-04-19,NA,NA,NA
"La Salle",2020-04-20,NA,NA,NA
"La Salle",2020-04-21,NA,NA,NA
"La Salle",2020-04-22,NA,NA,NA
"La Salle",2020-04-23,NA,NA,NA
"La Salle",2020-04-24,NA,NA,NA
"La Salle",2020-04-25,NA,NA,NA
"La Salle",2020-04-26,NA,NA,NA
"La Salle",2020-04-27,NA,NA,NA
"La Salle",2020-04-28,NA,NA,NA
"La Salle",2020-04-29,NA,NA,NA
"La Salle",2020-04-30,NA,NA,NA
"La Salle",2020-05-01,NA,NA,NA
"La Salle",2020-05-02,NA,NA,NA
"La Salle",2020-05-03,NA,NA,NA
"La Salle",2020-05-04,NA,NA,NA
"La Salle",2020-05-05,NA,NA,NA
"La Salle",2020-05-06,NA,NA,NA
"La Salle",2020-05-07,NA,NA,NA
"La Salle",2020-05-08,NA,NA,NA
"La Salle",2020-05-09,NA,NA,NA
"La Salle",2020-05-10,NA,NA,NA
"La Salle",2020-05-11,NA,NA,NA
"La Salle",2020-05-12,NA,NA,NA
"La Salle",2020-05-13,NA,NA,NA
"La Salle",2020-05-14,NA,NA,NA
"La Salle",2020-05-15,NA,NA,NA
"La Salle",2020-05-16,NA,NA,NA
"La Salle",2020-05-17,NA,NA,NA
"La Salle",2020-05-18,NA,NA,NA
"La Salle",2020-05-19,NA,NA,NA
"La Salle",2020-05-20,NA,NA,NA
"La Salle",2020-05-21,NA,NA,NA
"La Salle",2020-05-22,NA,NA,NA
"La Salle",2020-05-23,NA,NA,NA
"La Salle",2020-05-24,NA,NA,NA
"La Salle",2020-05-25,NA,NA,NA
